id	accession	species_id	species_code	sub_population	country	region	longitude	latitude	description
592	W2311		ORYZA_RUFIPOGON	Or-unspecific	Laos	Southeast_Asia	102.46	17.52	LV9<br>17.52 N, 102.36 E, Vientian, Laos
523	W2318		ORYZA_RUFIPOGON	Or-II	Vietnam	Southeast_Asia	106.06	10.24	HT16<br>10.24 N, 106.06 E, Tieng Giang Prov., Vietnam
475	W2319		ORYZA_RUFIPOGON	Or-Ia	Vietnam	Southeast_Asia	106.25	10.33	HT17<br>10.33 N, 106.25 E, Long An Prov., Vietnam
521	W2320		ORYZA_RUFIPOGON	Or-II	Vietnam	Southeast_Asia	105.36	10.42	CT1<br>10.42 N, 105.36 E, Vetnam
522	W2321		ORYZA_RUFIPOGON	Or-II	Vietnam	Southeast_Asia	105.37	10.44	CT3<br>10.44 N, 105.37 E, Tan Cong Sinh vil., Vietnam
474	W2332		ORYZA_RUFIPOGON	Or-Ia	Vietnam	Southeast_Asia	105.8504023	21.03342563	CT17<br>Vietnam
554	W3000		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.25089	21.38298	Suixi county, Guangdong
527	W3007		ORYZA_RUFIPOGON	Or-II	China	East_Asia	112.79155	22.37538	Kaiping County, Guangdong Province
559	W3009		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	112.84849	22.889038	Gaoming county, Guangdong
560	W3012		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	113.2614288	23.11891174	Guangzhou city, Guangdong
545	W3029		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.19004	21.670145	Hepu county, Guangxi
549	W3033		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.97141	22.275869	Bobai county, Guangxi
553	W3035		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.3414719	22.63189697	Yulin City, Guangxi
548	W3037		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.60844	23.099092	Gui county, Guangxi
547	W3038		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.36	23.07	Gui county, Guangxi
550	W3040		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.07166	23.394571	Guiping county, Guangxi
546	W3046		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.26704	22.692957	Heng county, Guangxi
541	W3047		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	106.90867	23.73387	Tianyang County, Guangxi
540	W3051		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	106.6121063	23.90158272	Baise City, Guangxi
542	W3052		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	107.00867	23.73387	Tianyang County, Guangxi
526	W3054		ORYZA_RUFIPOGON	Or-II	China	East_Asia	110.70747	18.800625	Wanning County, Hainan Province
555	W3055		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.80747	18.800625	Wanning County, Hainan Province
543	W3063		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	108.63303	19.097265	East Li Autonomous County, Hainan
544	W3066		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	109.1728	18.746597	East Li Autonomous County, Hainan
556	W3071		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.7559	19.620953	Wenchang County, Hainan Province
557	W3074		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	110.8559	19.620953	Wenchang County, Hainan Province
562	W3082		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	116.6061	28.232292	Dongxiang County, jiangxi Province
538	W3086		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	102.00642	23.604008	Yuanjiang Hani, Yi and Dai Autonomous County, Yunnan
539	W3088		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	102.10642	23.604008	Yuanjiang Hani, Yi and Dai Autonomous County, Yunnan
512	W3090		ORYZA_RUFIPOGON	Or-II	China	East_Asia	100.79406	22.012938	Jinghong County, Yunnan Province
561	W3092		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	113.55217	26.801975	Chalin County, Hunan Province
558	W3096		ORYZA_RUFIPOGON	Or-IIIa	China	East_Asia	111.33645	25.276974	Jiangyong County, Hunan Province
430	Wanlixian			XI					
431	Wanshi			GJ					
432	Weiguo			GJ					
433	Wenxiangnuo			XI					
174	wild111			WILD					
175	wild12			WILD					
176	wild131			WILD					
177	wild219			WILD					
178	wild273			WILD					
179	wild65			WILD					
111	WSSM			XI	China	East_Asia	113.27	23.13	
434	Wuziluosi 215			GJ					
6	WW8			cB	Nepal	South_Asia	84.12	28.39	
39	WYG3			GJ			104.2	35.86	
59	WYJ3			GJ					
435	WYJ7			GJ					
436	Xiangai B			XI					
437	Xiangaizao 10hao			XI					
438	Xiangdao			XI					
439	Xianggu			XI					
595	Xiangwanxian 3			XI					
596	Xiangzaoxian 7			XI					
597	Xianluosichi			XI					
598	Xiaobaimi			XI					
599	Xiaohonggu			XI					
440	Xishi 15			GJ					
118	XL628S			XI			112.98	28.11	
60	XS134			GJ			120.15	30.27	
600	Xuanenchangtanqingzhan			XI					
601	Xugunuo			XI					
80	XYXZ			XI			113.27	23.13	
112	Y3551			XI	China	East_Asia	104.08	30.65	
149	Y4B			XI			112.98	28.11	
113	Y58S			XI	China	East_Asia	112.98	28.11	
441	Yangkenuo			GJ					
602	Yanshuichi			XI					
210	YCW03			GJ					
442	Yelicanghua			GJ					
40	YF47			GJ			104.2	35.86	
603	Yikong			XI					
81	YJSM			XI			113.27	23.13	
604	Younian			XI					
443	YR196			GJ					
444	Yuyannuo			GJ					
114	YX1			XI	China	East_Asia	104.08	30.65	
215	YZ-2			XI					
82	YZX			XI			112.98	28.11	
83	Z9311S			XI			114.31	30.59	
445	Zaoshengbai			GJ					
446	Zaoshunonghu 6			GJ					
605	Zaoshuxiangheimi			XI					
606	Zaoxian 240			XI					
447	ZCD			GJ					
94	ZH11			GJ	China	East_Asia	117.2	30.09	
607	Zhendao 232			XI					
448	Zhenfu 8			GJ					
449	Zhengdao 5			GJ					
450	Zhuyuan			GJ					
608	Zhuzhen B			XI					
451	Zimangfeie			GJ					
609	Zinuo			XI					
134	ZS97RS3			XI			115.91	28.67	
